Time,Temp.,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12
8:27:25,37,0.088,0.088,0.088,0.519,0.089,0.089,0.512,0.088,0.091,0.601,0.083,0.092,0.084,0.085,0.086,0.085,0.086,0.09,0.086,0.086,0.088,0.085,0.085,0.085,0.087,0.084,0.083,0.084,0.083,0.086,0.084,0.084,0.087,0.085,0.088,0.085,0.673,0.089,0.089,0.701,0.088,0.088,0.767,0.088,0.088,0.604,0.086,0.089,0.087,0.086,0.085,0.086,0.086,0.088,0.088,0.089,0.087,0.088,0.087,0.089,0.087,0.085,0.087,0.086,0.087,0.088,0.09,0.09,0.086,0.09,0.093,0.092,0.569,0.089,0.088,0.656,0.088,0.089,0.528,0.088,0.089,0.689,0.084,0.086,0.087,0.087,0.089,0.087,0.089,0.088,0.089,0.091,0.089,0.087,0.084,0.085
8:42:25,37.1,0.088,0.088,0.088,0.518,0.09,0.089,0.556,0.088,0.092,0.61,0.083,0.092,0.085,0.086,0.086,0.085,0.086,0.09,0.086,0.086,0.089,0.085,0.084,0.085,0.086,0.084,0.083,0.084,0.083,0.085,0.084,0.084,0.087,0.084,0.087,0.085,0.673,0.089,0.089,0.695,0.088,0.088,0.749,0.088,0.088,0.626,0.086,0.089,0.087,0.086,0.086,0.086,0.087,0.089,0.088,0.089,0.087,0.088,0.087,0.089,0.087,0.085,0.087,0.086,0.087,0.089,0.09,0.09,0.086,0.09,0.094,0.092,0.559,0.089,0.088,0.637,0.088,0.089,0.534,0.089,0.089,0.695,0.084,0.087,0.088,0.086,0.089,0.087,0.089,0.089,0.089,0.091,0.089,0.088,0.084,0.085
8:57:25,37.1,0.088,0.088,0.088,0.505,0.089,0.089,0.495,0.088,0.092,0.618,0.083,0.092,0.085,0.086,0.086,0.085,0.086,0.09,0.086,0.086,0.088,0.085,0.085,0.085,0.086,0.084,0.083,0.084,0.083,0.087,0.084,0.084,0.086,0.084,0.087,0.085,0.674,0.089,0.089,0.693,0.088,0.088,0.747,0.088,0.088,0.631,0.086,0.089,0.087,0.086,0.086,0.086,0.087,0.089,0.088,0.089,0.087,0.088,0.087,0.089,0.087,0.085,0.087,0.086,0.087,0.089,0.09,0.09,0.086,0.09,0.094,0.093,0.568,0.089,0.088,0.695,0.088,0.089,0.534,0.089,0.089,0.685,0.084,0.087,0.088,0.086,0.089,0.087,0.089,0.089,0.089,0.091,0.088,0.088,0.084,0.085
9:12:25,37,0.088,0.088,0.088,0.501,0.09,0.089,0.506,0.088,0.092,0.62,0.083,0.092,0.085,0.086,0.086,0.085,0.086,0.09,0.086,0.086,0.088,0.085,0.084,0.085,0.086,0.084,0.083,0.083,0.083,0.084,0.084,0.084,0.087,0.085,0.087,0.085,0.665,0.089,0.089,0.687,0.088,0.088,0.739,0.088,0.088,0.636,0.087,0.089,0.087,0.086,0.086,0.086,0.087,0.089,0.088,0.088,0.087,0.088,0.087,0.089,0.087,0.085,0.087,0.086,0.087,0.089,0.089,0.089,0.085,0.09,0.093,0.093,0.571,0.089,0.088,0.678,0.088,0.089,0.534,0.089,0.089,0.667,0.084,0.087,0.088,0.086,0.089,0.088,0.089,0.089,0.089,0.091,0.088,0.088,0.084,0.085
9:27:25,37,0.088,0.088,0.088,0.477,0.09,0.089,0.465,0.088,0.092,0.618,0.083,0.092,0.085,0.086,0.086,0.085,0.086,0.09,0.086,0.086,0.088,0.085,0.084,0.084,0.086,0.084,0.083,0.083,0.083,0.084,0.084,0.084,0.087,0.085,0.087,0.085,0.661,0.089,0.089,0.681,0.088,0.088,0.732,0.088,0.088,0.64,0.086,0.089,0.087,0.086,0.086,0.086,0.087,0.089,0.088,0.089,0.086,0.088,0.087,0.089,0.087,0.085,0.087,0.086,0.087,0.089,0.089,0.089,0.086,0.09,0.093,0.093,0.563,0.089,0.088,0.668,0.088,0.089,0.535,0.089,0.089,0.692,0.084,0.087,0.088,0.086,0.089,0.088,0.089,0.089,0.09,0.091,0.089,0.088,0.084,0.085
9:42:25,37,0.088,0.088,0.088,0.477,0.089,0.089,0.498,0.088,0.091,0.622,0.083,0.092,0.084,0.086,0.086,0.085,0.086,0.089,0.085,0.086,0.088,0.085,0.084,0.084,0.087,0.084,0.083,0.083,0.083,0.084,0.084,0.084,0.085,0.085,0.086,0.084,0.668,0.089,0.089,0.677,0.088,0.088,0.712,0.088,0.088,0.64,0.086,0.089,0.086,0.086,0.086,0.086,0.087,0.089,0.088,0.089,0.086,0.088,0.087,0.089,0.087,0.085,0.087,0.086,0.087,0.089,0.09,0.089,0.086,0.09,0.093,0.093,0.564,0.089,0.088,0.653,0.088,0.088,0.558,0.088,0.088,0.733,0.084,0.087,0.088,0.086,0.088,0.088,0.089,0.09,0.09,0.091,0.089,0.088,0.084,0.084
9:57:25,37,0.088,0.088,0.088,0.438,0.09,0.089,0.442,0.088,0.092,0.628,0.083,0.093,0.084,0.086,0.086,0.085,0.086,0.089,0.085,0.086,0.088,0.085,0.084,0.084,0.086,0.084,0.083,0.083,0.083,0.084,0.084,0.084,0.086,0.086,0.087,0.084,0.658,0.089,0.089,0.677,0.089,0.088,0.679,0.088,0.088,0.647,0.086,0.089,0.086,0.086,0.086,0.086,0.087,0.089,0.088,0.089,0.086,0.088,0.087,0.089,0.088,0.085,0.087,0.086,0.087,0.088,0.09,0.089,0.086,0.09,0.093,0.093,0.567,0.089,0.088,0.8,0.088,0.089,0.588,0.089,0.089,0.736,0.084,0.087,0.088,0.086,0.088,0.088,0.089,0.09,0.09,0.091,0.09,0.088,0.084,0.085
10:12:25,37,0.088,0.088,0.088,0.414,0.089,0.089,0.427,0.088,0.091,0.62,0.083,0.093,0.084,0.086,0.087,0.085,0.086,0.089,0.085,0.086,0.088,0.085,0.084,0.084,0.086,0.084,0.083,0.083,0.083,0.084,0.084,0.084,0.087,0.086,0.087,0.084,0.665,0.089,0.089,0.68,0.088,0.088,0.656,0.088,0.088,0.64,0.086,0.089,0.086,0.086,0.086,0.086,0.087,0.089,0.088,0.089,0.086,0.087,0.087,0.089,0.087,0.085,0.087,0.086,0.087,0.089,0.09,0.089,0.086,0.09,0.093,0.093,0.556,0.089,0.088,0.63,0.088,0.089,0.576,0.088,0.088,0.748,0.084,0.087,0.088,0.086,0.088,0.088,0.089,0.09,0.09,0.091,0.089,0.088,0.084,0.085
10:27:25,37,0.088,0.088,0.088,0.396,0.089,0.089,0.393,0.088,0.092,0.621,0.083,0.094,0.084,0.086,0.086,0.086,0.086,0.089,0.086,0.086,0.088,0.085,0.084,0.084,0.086,0.084,0.083,0.083,0.083,0.084,0.085,0.084,0.086,0.086,0.086,0.085,0.659,0.089,0.089,0.683,0.088,0.088,0.638,0.088,0.088,0.636,0.086,0.089,0.086,0.086,0.086,0.086,0.087,0.089,0.088,0.089,0.086,0.087,0.087,0.089,0.087,0.085,0.087,0.086,0.088,0.088,0.09,0.089,0.085,0.09,0.094,0.093,0.57,0.089,0.088,0.779,0.088,0.089,0.568,0.089,0.089,0.728,0.085,0.088,0.088,0.086,0.089,0.088,0.089,0.091,0.09,0.091,0.09,0.088,0.084,0.085
10:42:25,37,0.088,0.088,0.088,0.367,0.089,0.089,0.382,0.088,0.092,0.618,0.083,0.094,0.084,0.086,0.086,0.086,0.086,0.089,0.085,0.086,0.087,0.085,0.084,0.084,0.089,0.084,0.083,0.083,0.083,0.084,0.085,0.085,0.085,0.086,0.087,0.085,0.658,0.089,0.089,0.681,0.088,0.088,0.627,0.088,0.088,0.65,0.086,0.089,0.086,0.086,0.086,0.086,0.087,0.089,0.09,0.089,0.086,0.087,0.087,0.089,0.087,0.085,0.087,0.086,0.088,0.088,0.09,0.088,0.086,0.091,0.093,0.093,0.551,0.089,0.088,0.747,0.088,0.089,0.556,0.089,0.089,0.752,0.084,0.088,0.088,0.086,0.088,0.088,0.089,0.091,0.09,0.091,0.089,0.088,0.084,0.085
10:57:25,37,0.088,0.088,0.088,0.352,0.09,0.089,0.356,0.088,0.092,0.612,0.083,0.094,0.084,0.086,0.087,0.086,0.086,0.089,0.085,0.086,0.087,0.085,0.084,0.084,0.089,0.084,0.083,0.083,0.083,0.084,0.085,0.085,0.085,0.086,0.086,0.084,0.65,0.089,0.089,0.683,0.089,0.088,0.616,0.089,0.088,0.644,0.086,0.089,0.086,0.086,0.086,0.086,0.087,0.089,0.088,0.089,0.086,0.088,0.087,0.09,0.088,0.086,0.087,0.086,0.088,0.088,0.09,0.088,0.087,0.091,0.093,0.093,0.557,0.089,0.088,0.766,0.088,0.089,0.601,0.089,0.089,0.766,0.084,0.088,0.089,0.086,0.088,0.088,0.089,0.091,0.09,0.091,0.089,0.088,0.084,0.085
11:12:25,37,0.088,0.088,0.088,0.334,0.089,0.089,0.339,0.088,0.091,0.619,0.083,0.094,0.084,0.086,0.087,0.086,0.086,0.088,0.086,0.086,0.087,0.085,0.084,0.084,0.09,0.084,0.083,0.083,0.083,0.084,0.085,0.085,0.085,0.086,0.086,0.084,0.643,0.089,0.089,0.664,0.089,0.088,0.618,0.088,0.088,0.642,0.086,0.089,0.086,0.085,0.086,0.086,0.087,0.089,0.088,0.089,0.086,0.088,0.086,0.09,0.088,0.086,0.087,0.086,0.088,0.088,0.09,0.087,0.086,0.091,0.093,0.093,0.554,0.089,0.088,0.756,0.088,0.089,0.619,0.089,0.089,0.768,0.084,0.088,0.088,0.086,0.088,0.088,0.089,0.091,0.09,0.091,0.089,0.088,0.084,0.085
11:27:25,37,0.088,0.088,0.088,0.317,0.09,0.089,0.326,0.088,0.091,0.623,0.083,0.095,0.084,0.086,0.087,0.086,0.086,0.088,0.085,0.086,0.087,0.085,0.084,0.085,0.089,0.084,0.084,0.083,0.083,0.084,0.085,0.086,0.086,0.086,0.086,0.084,0.64,0.089,0.089,0.665,0.089,0.088,0.617,0.089,0.088,0.632,0.086,0.089,0.087,0.085,0.086,0.086,0.087,0.089,0.088,0.088,0.086,0.088,0.087,0.09,0.088,0.086,0.087,0.086,0.088,0.088,0.09,0.087,0.087,0.091,0.093,0.094,0.551,0.089,0.088,0.743,0.088,0.089,0.618,0.089,0.089,0.775,0.084,0.089,0.089,0.086,0.088,0.088,0.089,0.091,0.09,0.091,0.09,0.088,0.084,0.085
11:42:25,37,0.088,0.088,0.088,0.323,0.089,0.089,0.328,0.088,0.091,0.626,0.083,0.095,0.084,0.086,0.086,0.086,0.085,0.088,0.085,0.086,0.087,0.085,0.084,0.084,0.089,0.084,0.083,0.083,0.083,0.083,0.085,0.086,0.086,0.086,0.086,0.084,0.624,0.089,0.089,0.665,0.088,0.088,0.608,0.088,0.088,0.635,0.086,0.089,0.086,0.085,0.086,0.086,0.087,0.089,0.088,0.088,0.086,0.088,0.087,0.09,0.087,0.086,0.087,0.087,0.088,0.088,0.09,0.088,0.087,0.09,0.093,0.093,0.545,0.089,0.088,0.755,0.088,0.089,0.597,0.089,0.089,0.816,0.084,0.089,0.088,0.086,0.088,0.088,0.089,0.091,0.09,0.092,0.09,0.088,0.084,0.085
11:57:25,37,0.088,0.088,0.088,0.313,0.089,0.089,0.334,0.088,0.091,0.608,0.083,0.095,0.084,0.085,0.086,0.086,0.086,0.088,0.085,0.086,0.087,0.084,0.084,0.084,0.086,0.084,0.083,0.083,0.083,0.084,0.085,0.086,0.084,0.086,0.086,0.084,0.634,0.089,0.089,0.653,0.088,0.088,0.601,0.088,0.088,0.632,0.086,0.088,0.087,0.085,0.086,0.086,0.087,0.089,0.088,0.088,0.086,0.088,0.086,0.09,0.088,0.086,0.086,0.087,0.088,0.088,0.09,0.088,0.087,0.091,0.093,0.094,0.542,0.089,0.088,0.751,0.088,0.089,0.6,0.089,0.089,0.762,0.084,0.089,0.089,0.086,0.088,0.088,0.089,0.091,0.09,0.091,0.09,0.088,0.084,0.085
12:12:25,37,0.088,0.088,0.088,0.302,0.089,0.089,0.406,0.088,0.091,0.609,0.083,0.095,0.084,0.085,0.086,0.086,0.086,0.088,0.085,0.086,0.087,0.084,0.084,0.084,0.087,0.084,0.083,0.083,0.083,0.083,0.085,0.086,0.085,0.086,0.087,0.084,0.609,0.089,0.089,0.651,0.089,0.088,0.605,0.088,0.088,0.623,0.086,0.089,0.087,0.085,0.086,0.086,0.087,0.089,0.088,0.088,0.086,0.088,0.086,0.09,0.088,0.086,0.086,0.087,0.088,0.088,0.09,0.088,0.087,0.091,0.093,0.094,0.536,0.089,0.088,0.734,0.089,0.089,0.614,0.089,0.089,0.739,0.084,0.089,0.089,0.086,0.088,0.088,0.089,0.093,0.09,0.091,0.089,0.088,0.084,0.085
12:27:25,37,0.088,0.088,0.088,0.289,0.089,0.089,0.385,0.088,0.091,0.617,0.083,0.094,0.084,0.085,0.086,0.086,0.085,0.088,0.085,0.087,0.087,0.084,0.084,0.084,0.09,0.084,0.083,0.083,0.083,0.083,0.086,0.086,0.085,0.086,0.087,0.084,0.61,0.089,0.089,0.647,0.088,0.088,0.621,0.088,0.088,0.625,0.086,0.089,0.086,0.085,0.086,0.086,0.087,0.089,0.088,0.088,0.086,0.088,0.086,0.09,0.087,0.085,0.086,0.086,0.088,0.088,0.09,0.088,0.087,0.09,0.093,0.094,0.538,0.089,0.088,0.829,0.089,0.089,0.594,0.089,0.089,0.733,0.084,0.089,0.089,0.086,0.088,0.088,0.089,0.093,0.09,0.091,0.089,0.088,0.084,0.085
12:42:25,37,0.088,0.088,0.088,0.293,0.089,0.089,0.434,0.088,0.091,0.616,0.083,0.094,0.084,0.085,0.086,0.086,0.087,0.087,0.084,0.086,0.087,0.084,0.084,0.084,0.089,0.084,0.083,0.083,0.083,0.083,0.086,0.087,0.086,0.086,0.087,0.083,0.614,0.089,0.089,0.634,0.088,0.088,0.614,0.088,0.088,0.622,0.086,0.089,0.087,0.085,0.086,0.086,0.087,0.089,0.088,0.088,0.086,0.088,0.086,0.09,0.088,0.086,0.086,0.087,0.088,0.088,0.09,0.088,0.087,0.091,0.093,0.094,0.529,0.089,0.088,0.73,0.089,0.089,0.603,0.089,0.089,0.736,0.084,0.089,0.089,0.086,0.087,0.088,0.089,0.092,0.091,0.091,0.089,0.087,0.084,0.085
12:57:25,37,0.088,0.088,0.088,0.298,0.089,0.089,0.36,0.088,0.091,0.644,0.082,0.093,0.084,0.085,0.086,0.086,0.086,0.087,0.084,0.086,0.087,0.084,0.084,0.084,0.089,0.084,0.083,0.083,0.083,0.083,0.086,0.087,0.085,0.086,0.088,0.083,0.616,0.089,0.089,0.632,0.088,0.088,0.611,0.088,0.088,0.622,0.086,0.089,0.087,0.085,0.086,0.086,0.087,0.089,0.088,0.087,0.086,0.088,0.086,0.09,0.088,0.086,0.086,0.087,0.088,0.087,0.09,0.088,0.087,0.091,0.092,0.094,0.533,0.089,0.088,0.752,0.089,0.089,0.601,0.089,0.088,0.718,0.084,0.089,0.089,0.086,0.087,0.088,0.089,0.092,0.091,0.091,0.089,0.087,0.083,0.085
13:12:25,37,0.088,0.088,0.088,0.299,0.089,0.089,0.372,0.088,0.091,0.616,0.083,0.091,0.084,0.086,0.085,0.086,0.086,0.087,0.085,0.087,0.087,0.085,0.084,0.084,0.089,0.084,0.084,0.083,0.084,0.084,0.087,0.087,0.086,0.086,0.088,0.083,0.616,0.089,0.089,0.633,0.089,0.088,0.61,0.089,0.088,0.618,0.086,0.089,0.087,0.086,0.086,0.086,0.087,0.09,0.088,0.087,0.086,0.087,0.086,0.09,0.088,0.086,0.086,0.087,0.088,0.087,0.09,0.088,0.087,0.091,0.093,0.094,0.53,0.089,0.088,0.736,0.089,0.089,0.631,0.089,0.089,0.71,0.084,0.089,0.089,0.086,0.087,0.088,0.089,0.092,0.091,0.091,0.089,0.087,0.084,0.085
13:27:25,37,0.088,0.088,0.088,0.36,0.089,0.089,0.384,0.088,0.092,0.622,0.082,0.091,0.084,0.085,0.087,0.086,0.086,0.087,0.084,0.087,0.087,0.084,0.084,0.084,0.09,0.084,0.084,0.083,0.084,0.084,0.087,0.087,0.086,0.085,0.088,0.083,0.624,0.089,0.089,0.637,0.088,0.088,0.622,0.088,0.088,0.623,0.086,0.089,0.087,0.086,0.086,0.086,0.087,0.089,0.088,0.087,0.086,0.087,0.086,0.09,0.087,0.086,0.086,0.087,0.088,0.087,0.09,0.088,0.087,0.091,0.093,0.094,0.552,0.089,0.088,0.678,0.089,0.089,0.611,0.089,0.089,0.687,0.084,0.089,0.089,0.086,0.087,0.088,0.089,0.092,0.091,0.091,0.089,0.087,0.084,0.085
13:42:25,37,0.088,0.088,0.088,0.401,0.089,0.089,0.406,0.088,0.092,0.639,0.083,0.09,0.084,0.085,0.086,0.086,0.085,0.087,0.084,0.087,0.087,0.084,0.084,0.084,0.088,0.084,0.084,0.083,0.084,0.084,0.087,0.087,0.086,0.086,0.087,0.083,0.602,0.089,0.089,0.621,0.089,0.088,0.619,0.089,0.088,0.61,0.085,0.089,0.087,0.086,0.086,0.086,0.088,0.09,0.088,0.087,0.086,0.086,0.086,0.09,0.088,0.086,0.086,0.087,0.086,0.087,0.09,0.088,0.087,0.091,0.092,0.094,0.548,0.089,0.088,0.685,0.089,0.089,0.641,0.089,0.089,0.676,0.084,0.089,0.089,0.086,0.087,0.088,0.089,0.092,0.091,0.091,0.089,0.087,0.084,0.085
13:57:25,37,0.088,0.088,0.088,0.414,0.089,0.089,0.383,0.088,0.091,0.628,0.083,0.09,0.084,0.085,0.086,0.086,0.086,0.087,0.084,0.087,0.087,0.084,0.084,0.084,0.089,0.084,0.084,0.083,0.084,0.083,0.087,0.087,0.087,0.084,0.086,0.083,0.609,0.089,0.089,0.618,0.088,0.088,0.616,0.088,0.088,0.611,0.085,0.089,0.087,0.086,0.086,0.086,0.087,0.089,0.088,0.087,0.086,0.086,0.086,0.09,0.088,0.086,0.086,0.087,0.087,0.087,0.09,0.088,0.087,0.091,0.092,0.094,0.545,0.089,0.088,0.685,0.089,0.089,0.644,0.089,0.089,0.66,0.084,0.089,0.088,0.086,0.087,0.088,0.089,0.092,0.091,0.09,0.089,0.087,0.083,0.085
14:12:25,37,0.088,0.088,0.088,0.333,0.089,0.089,0.429,0.088,0.092,0.64,0.083,0.091,0.084,0.085,0.086,0.086,0.086,0.087,0.084,0.087,0.087,0.084,0.084,0.084,0.088,0.084,0.084,0.083,0.084,0.083,0.087,0.087,0.086,0.085,0.086,0.083,0.609,0.089,0.089,0.625,0.089,0.088,0.623,0.089,0.088,0.604,0.085,0.089,0.087,0.086,0.087,0.086,0.087,0.09,0.088,0.087,0.086,0.088,0.086,0.091,0.088,0.086,0.086,0.087,0.087,0.086,0.09,0.088,0.087,0.091,0.092,0.094,0.553,0.089,0.088,0.728,0.089,0.089,0.659,0.089,0.089,0.752,0.084,0.089,0.089,0.086,0.087,0.088,0.089,0.092,0.091,0.09,0.089,0.087,0.084,0.085
14:27:25,37,0.088,0.088,0.088,0.316,0.089,0.089,0.425,0.088,0.091,0.625,0.083,0.092,0.084,0.086,0.086,0.085,0.085,0.087,0.084,0.087,0.087,0.084,0.084,0.084,0.088,0.084,0.084,0.083,0.084,0.084,0.087,0.087,0.084,0.085,0.086,0.083,0.619,0.089,0.089,0.617,0.088,0.088,0.611,0.088,0.088,0.615,0.085,0.089,0.087,0.086,0.086,0.086,0.087,0.089,0.088,0.087,0.086,0.088,0.086,0.091,0.088,0.086,0.086,0.087,0.088,0.087,0.09,0.087,0.087,0.091,0.092,0.094,0.571,0.089,0.088,0.716,0.089,0.089,0.665,0.089,0.089,0.67,0.084,0.089,0.088,0.086,0.087,0.088,0.089,0.092,0.091,0.091,0.089,0.087,0.084,0.085
14:42:25,37,0.088,0.088,0.088,0.327,0.089,0.089,0.412,0.088,0.092,0.656,0.083,0.094,0.084,0.086,0.085,0.085,0.086,0.087,0.084,0.087,0.087,0.084,0.084,0.084,0.086,0.084,0.084,0.083,0.084,0.084,0.087,0.087,0.085,0.085,0.086,0.083,0.632,0.089,0.089,0.624,0.089,0.088,0.621,0.089,0.088,0.61,0.086,0.089,0.087,0.086,0.086,0.086,0.087,0.089,0.088,0.087,0.087,0.089,0.086,0.091,0.088,0.086,0.086,0.087,0.088,0.086,0.09,0.088,0.086,0.091,0.092,0.094,0.582,0.089,0.088,0.748,0.089,0.089,0.666,0.089,0.089,0.69,0.084,0.089,0.089,0.086,0.087,0.088,0.089,0.092,0.091,0.09,0.089,0.087,0.084,0.085
14:57:25,37,0.088,0.088,0.088,0.327,0.089,0.089,0.353,0.088,0.091,0.645,0.083,0.095,0.084,0.086,0.085,0.086,0.085,0.087,0.084,0.087,0.087,0.084,0.084,0.084,0.087,0.084,0.084,0.083,0.084,0.084,0.087,0.087,0.086,0.085,0.086,0.083,0.631,0.089,0.089,0.617,0.089,0.088,0.632,0.089,0.088,0.609,0.086,0.089,0.087,0.086,0.086,0.086,0.087,0.089,0.088,0.087,0.087,0.089,0.086,0.091,0.088,0.086,0.086,0.086,0.088,0.086,0.09,0.089,0.086,0.091,0.092,0.094,0.572,0.089,0.088,0.667,0.089,0.089,0.63,0.089,0.089,0.678,0.084,0.089,0.089,0.086,0.087,0.088,0.089,0.092,0.091,0.091,0.089,0.087,0.084,0.085
15:12:25,37,0.088,0.088,0.088,0.319,0.089,0.089,0.34,0.088,0.091,0.655,0.082,0.091,0.084,0.086,0.085,0.085,0.086,0.087,0.084,0.087,0.087,0.084,0.084,0.084,0.087,0.085,0.084,0.083,0.084,0.084,0.087,0.087,0.087,0.084,0.086,0.083,0.639,0.089,0.089,0.615,0.088,0.088,0.641,0.088,0.088,0.618,0.086,0.089,0.087,0.086,0.086,0.086,0.087,0.089,0.088,0.087,0.087,0.089,0.086,0.091,0.088,0.086,0.086,0.086,0.089,0.086,0.09,0.088,0.087,0.091,0.092,0.094,0.572,0.089,0.088,0.642,0.089,0.089,0.611,0.089,0.089,0.653,0.084,0.089,0.089,0.086,0.087,0.088,0.089,0.092,0.091,0.091,0.088,0.086,0.083,0.085
15:27:25,37,0.088,0.088,0.088,0.316,0.089,0.089,0.317,0.088,0.091,0.678,0.083,0.092,0.084,0.086,0.085,0.085,0.086,0.087,0.084,0.087,0.087,0.084,0.084,0.084,0.088,0.085,0.084,0.083,0.084,0.084,0.086,0.086,0.086,0.085,0.086,0.083,0.634,0.089,0.089,0.597,0.089,0.088,0.644,0.089,0.088,0.606,0.086,0.089,0.087,0.086,0.086,0.086,0.087,0.089,0.087,0.087,0.087,0.089,0.086,0.091,0.088,0.086,0.086,0.086,0.089,0.086,0.09,0.089,0.086,0.091,0.092,0.094,0.581,0.089,0.088,0.641,0.089,0.089,0.625,0.089,0.089,0.687,0.085,0.089,0.089,0.086,0.088,0.088,0.09,0.092,0.091,0.091,0.088,0.087,0.084,0.085
15:42:25,37,0.088,0.088,0.088,0.313,0.089,0.089,0.33,0.088,0.092,0.669,0.083,0.097,0.084,0.086,0.085,0.086,0.085,0.087,0.084,0.087,0.087,0.084,0.084,0.084,0.086,0.085,0.084,0.084,0.084,0.084,0.086,0.086,0.086,0.084,0.086,0.083,0.63,0.089,0.089,0.593,0.089,0.088,0.646,0.089,0.088,0.596,0.086,0.089,0.087,0.086,0.086,0.086,0.087,0.089,0.088,0.087,0.087,0.089,0.086,0.09,0.088,0.086,0.086,0.086,0.088,0.093,0.09,0.088,0.086,0.091,0.091,0.094,0.586,0.089,0.088,0.641,0.089,0.089,0.623,0.089,0.089,0.677,0.084,0.089,0.089,0.086,0.088,0.088,0.089,0.092,0.091,0.091,0.088,0.087,0.084,0.085
15:57:25,37,0.088,0.088,0.088,0.323,0.089,0.089,0.336,0.088,0.091,0.648,0.083,0.094,0.084,0.086,0.085,0.086,0.086,0.086,0.084,0.087,0.087,0.084,0.084,0.084,0.089,0.085,0.084,0.083,0.084,0.084,0.086,0.086,0.087,0.085,0.086,0.083,0.622,0.089,0.089,0.563,0.089,0.088,0.649,0.089,0.088,0.622,0.085,0.089,0.086,0.086,0.086,0.086,0.087,0.089,0.087,0.087,0.087,0.089,0.086,0.09,0.088,0.087,0.086,0.086,0.089,0.094,0.09,0.089,0.086,0.091,0.091,0.094,0.592,0.089,0.088,0.65,0.089,0.089,0.613,0.089,0.089,0.623,0.085,0.089,0.089,0.086,0.088,0.088,0.089,0.092,0.091,0.091,0.088,0.086,0.084,0.085
16:12:25,37.1,0.088,0.088,0.088,0.324,0.089,0.089,0.341,0.088,0.091,0.683,0.083,0.094,0.084,0.086,0.085,0.085,0.085,0.086,0.084,0.087,0.087,0.084,0.084,0.084,0.088,0.085,0.084,0.083,0.084,0.084,0.087,0.086,0.085,0.085,0.086,0.083,0.639,0.089,0.089,0.56,0.089,0.088,0.668,0.089,0.088,0.607,0.085,0.089,0.087,0.086,0.086,0.086,0.087,0.089,0.088,0.087,0.087,0.088,0.086,0.09,0.088,0.086,0.086,0.086,0.088,0.094,0.09,0.089,0.086,0.091,0.092,0.094,0.588,0.089,0.088,0.611,0.089,0.089,0.599,0.089,0.089,0.618,0.086,0.09,0.089,0.086,0.088,0.088,0.09,0.092,0.091,0.091,0.088,0.086,0.084,0.085
16:27:25,37,0.088,0.088,0.088,0.338,0.089,0.089,0.372,0.088,0.092,0.666,0.083,0.095,0.084,0.086,0.085,0.085,0.086,0.086,0.084,0.087,0.086,0.084,0.084,0.084,0.088,0.085,0.084,0.084,0.084,0.084,0.085,0.087,0.086,0.086,0.086,0.083,0.634,0.089,0.089,0.558,0.089,0.088,0.666,0.089,0.088,0.611,0.085,0.089,0.087,0.086,0.086,0.086,0.087,0.089,0.088,0.087,0.087,0.088,0.086,0.091,0.088,0.086,0.086,0.086,0.088,0.093,0.09,0.088,0.086,0.091,0.091,0.094,0.622,0.089,0.088,0.604,0.089,0.089,0.591,0.089,0.089,0.597,0.086,0.09,0.089,0.086,0.088,0.088,0.09,0.092,0.091,0.091,0.09,0.087,0.084,0.085
16:42:25,37.1,0.088,0.088,0.088,0.334,0.089,0.089,0.375,0.088,0.092,0.688,0.083,0.094,0.084,0.086,0.085,0.086,0.086,0.086,0.084,0.087,0.086,0.084,0.084,0.084,0.087,0.085,0.084,0.084,0.084,0.084,0.086,0.087,0.087,0.085,0.086,0.083,0.634,0.089,0.089,0.528,0.089,0.088,0.67,0.089,0.088,0.625,0.085,0.09,0.087,0.086,0.086,0.086,0.087,0.089,0.087,0.087,0.087,0.087,0.086,0.092,0.088,0.087,0.086,0.086,0.088,0.094,0.09,0.089,0.086,0.091,0.09,0.094,0.61,0.089,0.088,0.596,0.089,0.089,0.577,0.089,0.089,0.599,0.087,0.09,0.089,0.086,0.088,0.088,0.09,0.092,0.091,0.091,0.09,0.086,0.084,0.085
